ResponseId,Age,EdLevel,Country
27907,18-24 years old,Bachelor,India
27908,25-34 years old,Bachelor,Peru
27909,25-34 years old,Some College,Rwanda
27916,25-34 years old,Some College,Thailand
27923,35-44 years old,Some College,Nigeria
27924,35-44 years old,Master,Netherlands
27928,25-34 years old,Master,Poland
27930,18-24 years old,Bachelor,Spain
27934,25-34 years old,Master,Denmark
27935,35-44 years old,Bachelor,Germany
27936,35-44 years old,Master,Austria
27938,25-34 years old,Master,Switzerland
27945,25-34 years old,Some College,Spain
27948,35-44 years old,Doctorate,Ukraine
27949,25-34 years old,Bachelor,France
27950,25-34 years old,Bachelor,Romania
27951,25-34 years old,Master,Germany
27954,25-34 years old,Bachelor,Turkey
27957,25-34 years old,Master,Serbia
27959,25-34 years old,Bachelor,Greece
27960,35-44 years old,Doctorate,France
27962,55-64 years old,Bachelor,United States
27966,35-44 years old,Master,France
27968,18-24 years old,Secondary School,Egypt
27970,35-44 years old,Master,Sweden
27971,35-44 years old,Bachelor,Brazil
27974,25-34 years old,Some College,Germany
27976,35-44 years old,Some College,Netherlands
27981,35-44 years old,Bachelor,Armenia
27987,18-24 years old,Bachelor,United States
27989,25-34 years old,Bachelor,United States
27995,25-34 years old,Some College,Netherlands
27996,25-34 years old,Bachelor,Belgium
27997,25-34 years old,Bachelor,Romania
27999,55-64 years old,Bachelor,United States
28000,18-24 years old,Master,United Kingdom
28006,25-34 years old,Master,Poland
28007,35-44 years old,Bachelor,United Kingdom
28015,25-34 years old,Bachelor,United States
28020,25-34 years old,Some College,United States
28021,25-34 years old,Some College,United States
28022,25-34 years old,Bachelor,United States
28023,25-34 years old,Bachelor,Lithuania
28029,25-34 years old,Master,Germany
28030,25-34 years old,Secondary School,Austria
28033,35-44 years old,Bachelor,United States
28034,25-34 years old,Bachelor,United Kingdom
28035,25-34 years old,Master,Lithuania
28042,18-24 years old,Bachelor,Germany
28043,25-34 years old,Bachelor,Poland
28046,18-24 years old,Bachelor,Jordan
28047,25-34 years old,Bachelor,Brazil
28049,35-44 years old,Bachelor,Austria
28052,45-54 years old,Bachelor,Spain
28053,18-24 years old,Primary School,Kyrgyzstan
28054,25-34 years old,Bachelor,Uruguay
28059,18-24 years old,Some College,France
28060,35-44 years old,Bachelor,Lithuania
28064,25-34 years old,Bachelor,Armenia
28067,25-34 years old,Bachelor,United States
28069,25-34 years old,Bachelor,Indonesia
28074,65 years or older,Master,United States
28079,25-34 years old,Bachelor,Germany
28083,25-34 years old,Bachelor,Brazil
28084,35-44 years old,Master,France
28085,35-44 years old,Master,Spain
28086,25-34 years old,Secondary School,Brazil
28088,35-44 years old,Some College,United Kingdom
28089,25-34 years old,Bachelor,Ukraine
28092,45-54 years old,Master,United States
28096,25-34 years old,Master,United Kingdom
28097,35-44 years old,Bachelor,Norway
28100,18-24 years old,Bachelor,India
28102,25-34 years old,Master,United States
28106,25-34 years old,Master,Kazakhstan
28107,18-24 years old,Some College,Ukraine
28108,25-34 years old,Secondary School,Austria
28109,25-34 years old,Bachelor,Belgium
28110,25-34 years old,Bachelor,Greece
28113,25-34 years old,Bachelor,Netherlands
28116,18-24 years old,Bachelor,Turkey
28118,18-24 years old,Bachelor,Morocco
28119,25-34 years old,Bachelor,India
28123,45-54 years old,Doctorate,France
28124,35-44 years old,Master,Bulgaria
28128,45-54 years old,Some College,Romania
28129,45-54 years old,Associate,France
28130,45-54 years old,Some College,Italy
28143,25-34 years old,Bachelor,United States
28146,25-34 years old,Master,Netherlands
28147,35-44 years old,Some College,United States
28150,35-44 years old,Bachelor,Argentina
28153,35-44 years old,Master,Argentina
28155,18-24 years old,Secondary School,India
28157,35-44 years old,Bachelor,Latvia
28158,35-44 years old,Master,Italy
28160,25-34 years old,Bachelor,United States
28162,25-34 years old,Master,Japan
28163,18-24 years old,Secondary School,Norway
28165,35-44 years old,Bachelor,United Kingdom
28167,45-54 years old,Master,Brazil
28168,35-44 years old,Some College,United States
28171,25-34 years old,Bachelor,Denmark
28174,18-24 years old,Bachelor,Spain
28175,25-34 years old,Some College,Serbia
28180,25-34 years old,Bachelor,Kyrgyzstan
28183,25-34 years old,Master,Greece
28188,18-24 years old,Some College,United States
28193,25-34 years old,Bachelor,Romania
28194,25-34 years old,Master,Denmark
28197,45-54 years old,Some College,United States
28201,25-34 years old,Bachelor,United Kingdom
28204,25-34 years old,Bachelor,United States
28206,25-34 years old,Master,Portugal
28208,35-44 years old,Bachelor,United States
28210,25-34 years old,Some College,United States
28211,25-34 years old,Bachelor,Canada
28213,45-54 years old,Some College,Malaysia
28215,25-34 years old,Bachelor,Greece
28222,35-44 years old,Doctorate,Mexico
28224,18-24 years old,Bachelor,Brazil
28225,45-54 years old,Secondary School,Switzerland
28227,25-34 years old,Master,France
28229,25-34 years old,Bachelor,Brazil
28231,25-34 years old,Master,France
28236,35-44 years old,Master,India
28237,25-34 years old,Bachelor,United States
28239,18-24 years old,Some College,United States
28240,35-44 years old,Some College,United Kingdom
28241,35-44 years old,Some College,Netherlands
28242,35-44 years old,Master,Costa Rica
28245,45-54 years old,Bachelor,United States
28248,18-24 years old,Secondary School,United States
28253,35-44 years old,Some College,Canada
28255,55-64 years old,Bachelor,United States
28258,35-44 years old,Bachelor,Germany
28259,18-24 years old,Some College,Austria
28260,45-54 years old,Bachelor,United States
28261,35-44 years old,Master,Spain
28262,35-44 years old,Bachelor,Australia
28264,25-34 years old,Master,Germany
28266,25-34 years old,Bachelor,United Kingdom
28267,35-44 years old,Master,Italy
28269,55-64 years old,Master,Netherlands
28272,25-34 years old,Bachelor,Peru
28273,25-34 years old,Master,Japan
28277,25-34 years old,Master,Croatia
28280,18-24 years old,Bachelor,United States
28282,25-34 years old,Bachelor,United States
28284,45-54 years old,Master,Italy
28290,45-54 years old,Master,Belgium
28291,Under 18 years old,Primary School,United States
28292,25-34 years old,Master,Romania
28299,25-34 years old,Master,United Kingdom
28301,45-54 years old,Doctorate,United Kingdom
28304,35-44 years old,Bachelor,France
28306,25-34 years old,Bachelor,Czech Republic
28309,35-44 years old,Master,Canada
28312,45-54 years old,Master,Spain
28314,45-54 years old,Bachelor,Canada
28316,35-44 years old,Bachelor,United States
28317,35-44 years old,Master,Argentina
28327,25-34 years old,Bachelor,United Kingdom
28328,35-44 years old,Bachelor,United States
28329,35-44 years old,Bachelor,United States
28342,35-44 years old,Bachelor,Italy
28343,18-24 years old,Secondary School,Germany
28344,25-34 years old,Bachelor,Canada
28346,35-44 years old,Secondary School,Egypt
28349,55-64 years old,Master,Brazil
28353,45-54 years old,Master,United Kingdom
28354,35-44 years old,Doctorate,United States
28358,35-44 years old,Some College,Spain
28360,25-34 years old,Bachelor,Ukraine
28362,18-24 years old,Bachelor,United States
28373,25-34 years old,Master,Ukraine
28374,18-24 years old,Bachelor,Austria
28377,25-34 years old,Master,United States
28381,35-44 years old,Master,United States
28387,Under 18 years old,Some College,United Kingdom
28389,35-44 years old,Bachelor,United States
28392,25-34 years old,Bachelor,Argentina
28395,18-24 years old,Secondary School,Venezuela
28398,35-44 years old,Associate,Netherlands
28406,25-34 years old,Some College,United States
28407,25-34 years old,Bachelor,United States
28409,25-34 years old,Bachelor,United States
28413,18-24 years old,Some College,United States
28414,25-34 years old,Bachelor,Brazil
28417,25-34 years old,Bachelor,United States
28418,35-44 years old,Bachelor,United States
28419,25-34 years old,Bachelor,Sri Lanka
28420,45-54 years old,Bachelor,United States
28421,25-34 years old,Bachelor,Brazil
28424,25-34 years old,Some College,Greece
28427,45-54 years old,Master,Germany
28428,18-24 years old,Associate,Brazil
28438,55-64 years old,Bachelor,United States
28445,35-44 years old,Bachelor,United States
28446,25-34 years old,Associate,Sweden
28447,45-54 years old,Bachelor,United States
28449,25-34 years old,Bachelor,Brazil
28451,25-34 years old,Bachelor,United States
28455,18-24 years old,Bachelor,United States
28457,25-34 years old,Master,Germany
28459,35-44 years old,Master,United States
28460,25-34 years old,Some College,Mexico
28465,25-34 years old,Master,Netherlands
28470,35-44 years old,Some College,Netherlands
28472,25-34 years old,Master,Czech Republic
28478,18-24 years old,Bachelor,Poland
28479,25-34 years old,Some College,Turkey
28480,25-34 years old,Bachelor,United States
28484,35-44 years old,Bachelor,United States
28485,25-34 years old,Master,France
28491,25-34 years old,Bachelor,Mexico
28493,35-44 years old,Bachelor,United States
28495,18-24 years old,Bachelor,Brazil
28497,25-34 years old,Some College,United States
28501,25-34 years old,Associate,United States
28502,45-54 years old,Doctorate,Argentina
28505,35-44 years old,Secondary School,United States
28506,25-34 years old,Some College,United Kingdom
28507,35-44 years old,Bachelor,United Kingdom
28508,18-24 years old,Secondary School,Bangladesh
28510,25-34 years old,Bachelor,United States
28514,35-44 years old,Bachelor,United States
28516,18-24 years old,Secondary School,Philippines
28518,25-34 years old,Master,United States
28524,25-34 years old,Bachelor,Canada
28526,25-34 years old,Some College,Sweden
28528,45-54 years old,Bachelor,United States
28535,25-34 years old,Master,India
28537,35-44 years old,Master,Netherlands
28542,25-34 years old,Master,Mauritania
28553,35-44 years old,Bachelor,United Kingdom
28555,45-54 years old,Master,United States
28556,35-44 years old,Some College,Israel
28560,55-64 years old,Associate,Canada
28562,35-44 years old,Master,Ukraine
28563,45-54 years old,Bachelor,Canada
28565,25-34 years old,Master,Germany
28566,25-34 years old,Bachelor,Nigeria
28577,25-34 years old,Master,Czech Republic
28578,35-44 years old,Some College,United States
28579,18-24 years old,Some College,United States
28580,25-34 years old,Bachelor,United States
28581,45-54 years old,Bachelor,Canada
28584,35-44 years old,Associate,Greece
28590,18-24 years old,Bachelor,Germany
28591,25-34 years old,Bachelor,Canada
28594,35-44 years old,Master,Netherlands
28599,25-34 years old,Bachelor,United States
28601,25-34 years old,Bachelor,United States
28603,25-34 years old,Bachelor,Romania
28604,25-34 years old,Bachelor,Bosnia and Herzegovina
28608,25-34 years old,Secondary School,United States
28609,45-54 years old,Bachelor,Paraguay
28610,35-44 years old,Doctorate,United States
28611,35-44 years old,Bachelor,United States
28612,35-44 years old,Master,United States
28616,35-44 years old,Bachelor,New Zealand
28617,25-34 years old,Bachelor,India
28618,25-34 years old,Bachelor,Serbia
28622,35-44 years old,Bachelor,United Kingdom
28623,25-34 years old,Bachelor,Mexico
28624,35-44 years old,Bachelor,United States
28626,18-24 years old,Bachelor,United States
28629,35-44 years old,Some College,Israel
28631,35-44 years old,Secondary School,Brazil
28634,35-44 years old,Bachelor,United Kingdom
28635,35-44 years old,Some College,Bosnia and Herzegovina
28641,25-34 years old,Bachelor,Brazil
28644,35-44 years old,Some College,Brazil
28649,35-44 years old,Bachelor,United States
28650,25-34 years old,Secondary School,United States
28655,18-24 years old,Bachelor,Poland
28660,35-44 years old,Doctorate,United States
28662,35-44 years old,Secondary School,United States
28663,35-44 years old,Bachelor,Australia
28665,45-54 years old,Bachelor,United States
28667,18-24 years old,Master,Canada
28669,35-44 years old,Master,Costa Rica
28680,25-34 years old,Doctorate,United States
28681,18-24 years old,Some College,Mexico
28683,25-34 years old,Master,New Zealand
28685,45-54 years old,Some College,United States
28687,35-44 years old,Bachelor,United States
28688,45-54 years old,Master,Australia
28691,45-54 years old,Associate,Peru
28693,25-34 years old,Bachelor,Australia
28699,35-44 years old,Bachelor,Brazil
28703,25-34 years old,Bachelor,Canada
28705,45-54 years old,Bachelor,Honduras
28706,18-24 years old,Bachelor,United States
28708,18-24 years old,Secondary School,South Korea
28709,25-34 years old,Associate,Brazil
28711,18-24 years old,Bachelor,Indonesia
28712,25-34 years old,Bachelor,Australia
28717,35-44 years old,Bachelor,Canada
28718,18-24 years old,Bachelor,Canada
28719,18-24 years old,Bachelor,United States
28722,25-34 years old,Bachelor,Australia
28724,25-34 years old,Bachelor,United Kingdom
28725,18-24 years old,Bachelor,Nigeria
28726,18-24 years old,Bachelor,Kenya
28729,18-24 years old,Bachelor,Brazil
28730,25-34 years old,Master,Hong Kong
28731,25-34 years old,Bachelor,Mexico
28733,25-34 years old,Bachelor,Hong Kong
28735,25-34 years old,Bachelor,Hong Kong
28736,35-44 years old,Master,Samoa
28739,35-44 years old,Master,Hong Kong
28740,35-44 years old,Doctorate,New Zealand
28741,35-44 years old,Some College,Thailand
28742,25-34 years old,Bachelor,United States
28744,35-44 years old,Bachelor,Australia
28745,35-44 years old,Bachelor,Colombia
28747,45-54 years old,Some College,Italy
28752,35-44 years old,Bachelor,United States
28756,25-34 years old,Bachelor,United States
28758,25-34 years old,Bachelor,Australia
28763,35-44 years old,Bachelor,Malaysia
28765,45-54 years old,Some College,Canada
28767,25-34 years old,Some College,United Kingdom
28779,45-54 years old,Master,United States
28783,45-54 years old,Doctorate,Ukraine
28788,25-34 years old,Bachelor,Brazil
28795,25-34 years old,Bachelor,Nigeria
28796,35-44 years old,Bachelor,United States
28797,25-34 years old,Bachelor,United States
28803,35-44 years old,Primary School,Latvia
28807,18-24 years old,Some College,Malaysia
28808,25-34 years old,Bachelor,United States
28813,25-34 years old,Some College,United States
28814,35-44 years old,Associate,United States
28820,18-24 years old,Associate,Indonesia
28822,25-34 years old,Some College,India
28829,Under 18 years old,Some College,Canada
28830,25-34 years old,Bachelor,South Korea
28831,25-34 years old,Associate,Indonesia
28837,45-54 years old,Bachelor,New Zealand
28838,25-34 years old,Master,Bangladesh
28840,35-44 years old,Master,Japan
28844,25-34 years old,Bachelor,Indonesia
28861,25-34 years old,Master,India
28864,35-44 years old,Some College,Germany
28874,25-34 years old,Secondary School,Norway
28875,25-34 years old,Master,India
28878,18-24 years old,Bachelor,Australia
28879,25-34 years old,Bachelor,Malaysia
28880,25-34 years old,Some College,United States
28887,25-34 years old,Bachelor,India
28890,25-34 years old,Bachelor,Thailand
28893,25-34 years old,Bachelor,Syria
28895,35-44 years old,Master,Bangladesh
28896,35-44 years old,Associate,Canada
28897,18-24 years old,Bachelor,United States
28902,35-44 years old,Bachelor,United Kingdom
28905,35-44 years old,Bachelor,Canada
28907,35-44 years old,Master,Thailand
28910,35-44 years old,Associate,Greece
28913,25-34 years old,Secondary School,Bhutan
28914,25-34 years old,Bachelor,Australia
28923,18-24 years old,Bachelor,Kenya
28924,18-24 years old,Bachelor,Iran
28929,25-34 years old,Bachelor,India
28930,35-44 years old,Master,Russia
28931,35-44 years old,Doctorate,Australia
28936,25-34 years old,Associate,United Arab Emirates
28940,25-34 years old,Some College,Kenya
28943,25-34 years old,Bachelor,Finland
28951,35-44 years old,Bachelor,United States
28956,45-54 years old,Some College,Ukraine
28959,18-24 years old,Bachelor,India
28969,25-34 years old,Bachelor,Brunei Darussalam
28972,35-44 years old,Some College,Italy
28974,25-34 years old,Associate,Indonesia
28976,35-44 years old,Some College,Spain
28980,45-54 years old,Some College,Germany
28983,25-34 years old,Master,Ukraine
28985,35-44 years old,Some College,Norway
28987,45-54 years old,Master,Norway
28989,25-34 years old,Bachelor,Japan
28991,45-54 years old,Master,Singapore
28995,25-34 years old,Some College,Germany
28996,25-34 years old,Bachelor,Netherlands
28997,25-34 years old,Master,Spain
29001,45-54 years old,Secondary School,Israel
29003,35-44 years old,Bachelor,Netherlands
29006,35-44 years old,Bachelor,United States
29007,25-34 years old,Master,Ukraine
29017,25-34 years old,Bachelor,Turkey
29018,35-44 years old,Bachelor,Nigeria
29019,25-34 years old,Master,Greece
29020,35-44 years old,Master,Belgium
29021,55-64 years old,Some College,United Kingdom
29031,35-44 years old,Doctorate,Germany
29042,25-34 years old,Some College,Bulgaria
29043,45-54 years old,Master,Switzerland
29044,25-34 years old,Bachelor,Indonesia
29045,25-34 years old,Bachelor,Pakistan
29046,35-44 years old,Bachelor,Italy
29047,45-54 years old,Doctorate,Netherlands
29049,25-34 years old,Master,Uganda
29051,45-54 years old,Some College,Germany
29055,25-34 years old,Bachelor,Ukraine
29061,25-34 years old,Bachelor,Burundi
29066,25-34 years old,Some College,Russia
29067,35-44 years old,Bachelor,Sweden
29069,25-34 years old,Some College,Norway
29070,25-34 years old,Master,Poland
29074,35-44 years old,Bachelor,Kenya
29076,18-24 years old,Master,Ukraine
29085,25-34 years old,Master,Germany
29088,45-54 years old,Secondary School,United Kingdom
29089,45-54 years old,Master,Romania
29093,45-54 years old,Bachelor,Greece
29094,25-34 years old,Master,Denmark
29095,35-44 years old,Some College,Bosnia and Herzegovina
29096,45-54 years old,Bachelor,Ireland
29097,45-54 years old,Master,Italy
29098,25-34 years old,Master,Ukraine
29102,35-44 years old,Master,Italy
29103,18-24 years old,Some College,Denmark
29104,18-24 years old,Bachelor,Belgium
29106,25-34 years old,Master,India
29108,25-34 years old,Master,France
29111,18-24 years old,Secondary School,Germany
29114,25-34 years old,Master,Switzerland
29115,25-34 years old,Bachelor,Turkey
29116,25-34 years old,Bachelor,Germany
29117,25-34 years old,Bachelor,Vietnam
29118,45-54 years old,Some College,United Kingdom
29122,18-24 years old,Secondary School,Germany
29125,18-24 years old,Bachelor,Uganda
29126,25-34 years old,Bachelor,Bangladesh
29134,25-34 years old,Some College,Spain
29136,35-44 years old,Some College,United Kingdom
29137,25-34 years old,Master,Bangladesh
29143,25-34 years old,Bachelor,India
29145,18-24 years old,Some College,Hungary
29149,25-34 years old,Bachelor,Pakistan
29151,55-64 years old,Master,Germany
29152,25-34 years old,Bachelor,United Arab Emirates
29155,25-34 years old,Master,Germany
29157,18-24 years old,Bachelor,Russia
29158,18-24 years old,Master,India
29159,25-34 years old,Bachelor,Ukraine
29160,35-44 years old,Master,Singapore
29162,25-34 years old,Bachelor,United Kingdom
29163,25-34 years old,Bachelor,Italy
29164,25-34 years old,Master,Ukraine
29169,25-34 years old,Bachelor,Portugal
29178,35-44 years old,Bachelor,Czech Republic
29182,35-44 years old,Bachelor,Greece
29183,25-34 years old,Bachelor,Myanmar
29184,25-34 years old,Master,Austria
29186,45-54 years old,Doctorate,Ukraine
29187,35-44 years old,Master,United Kingdom
29192,18-24 years old,Bachelor,India
29197,35-44 years old,Master,Spain
29198,25-34 years old,Secondary School,France
29200,55-64 years old,Master,United Kingdom
29201,25-34 years old,Master,Lithuania
29205,25-34 years old,Bachelor,India
29206,35-44 years old,Doctorate,Portugal
29212,35-44 years old,Bachelor,Germany
29213,25-34 years old,Bachelor,Thailand
29215,25-34 years old,Master,Greece
29217,35-44 years old,Bachelor,Netherlands
29220,25-34 years old,Some College,Switzerland
29221,18-24 years old,Bachelor,Russia
29224,35-44 years old,Secondary School,United Kingdom
29226,25-34 years old,Bachelor,India
29227,Prefer not to say,Some College,New Zealand
29231,18-24 years old,Secondary School,United Kingdom
29238,25-34 years old,Bachelor,United Kingdom
29240,25-34 years old,Some College,Slovenia
29243,18-24 years old,Secondary School,Germany
29246,25-34 years old,Some College,South Africa
29250,25-34 years old,Master,Czech Republic
29258,18-24 years old,Other,Switzerland
29259,18-24 years old,Some College,Philippines
29260,18-24 years old,Bachelor,India
29264,25-34 years old,Bachelor,Brazil
29266,25-34 years old,Master,Germany
29267,25-34 years old,Bachelor,Vietnam
29271,45-54 years old,Master,Netherlands
29277,45-54 years old,Master,Germany
29282,25-34 years old,Other,Germany
29286,25-34 years old,Master,Singapore
29287,25-34 years old,Master,Belgium
29288,25-34 years old,Bachelor,Turkey
29301,25-34 years old,Master,France
29303,25-34 years old,Some College,Brazil
29305,25-34 years old,Master,Germany
29311,18-24 years old,Bachelor,Netherlands
29312,35-44 years old,Bachelor,United Kingdom
29316,25-34 years old,Bachelor,Greece
29320,18-24 years old,Other,Netherlands
29325,18-24 years old,Primary School,Denmark
29329,25-34 years old,Bachelor,United Kingdom
29331,18-24 years old,Bachelor,Poland
29337,25-34 years old,Bachelor,Germany
29338,25-34 years old,Bachelor,Uzbekistan
29342,25-34 years old,Master,Belgium
29343,18-24 years old,Bachelor,United States
29346,25-34 years old,Bachelor,Poland
29347,35-44 years old,Some College,United States
29352,25-34 years old,Master,Brazil
29354,25-34 years old,Secondary School,Estonia
29355,55-64 years old,Master,United States
29359,25-34 years old,Bachelor,Australia
29360,25-34 years old,Bachelor,United States
29369,25-34 years old,Master,Austria
29372,18-24 years old,Bachelor,Romania
29374,35-44 years old,Bachelor,Israel
29375,45-54 years old,Some College,Denmark
29388,18-24 years old,Secondary School,Germany
29389,45-54 years old,Bachelor,United Kingdom
29390,35-44 years old,Master,India
29391,Under 18 years old,Primary School,Egypt
29392,18-24 years old,Bachelor,Iraq
29394,25-34 years old,Bachelor,India
29395,35-44 years old,Master,Ukraine
29396,25-34 years old,Bachelor,Egypt
29397,35-44 years old,Master,Israel
29398,18-24 years old,Bachelor,Turkey
29399,45-54 years old,Master,Italy
29410,35-44 years old,Doctorate,Netherlands
29411,25-34 years old,Some College,Belgium
29417,45-54 years old,Master,Netherlands
29419,25-34 years old,Bachelor,Pakistan
29422,35-44 years old,Bachelor,Italy
29424,25-34 years old,Master,France
29428,25-34 years old,Bachelor,Turkey
29441,35-44 years old,Some College,United States
29453,45-54 years old,Associate,United States
29457,18-24 years old,Bachelor,United States
29459,35-44 years old,Bachelor,Malaysia
29460,18-24 years old,Secondary School,Australia
29462,25-34 years old,Bachelor,United States
29471,25-34 years old,Bachelor,Canada
29473,35-44 years old,Bachelor,Romania
29476,18-24 years old,Master,Switzerland
29481,25-34 years old,Bachelor,Brazil
29485,35-44 years old,Bachelor,Sweden
29488,65 years or older,Bachelor,South Africa
29492,25-34 years old,Master,France
29499,25-34 years old,Bachelor,Germany
29500,18-24 years old,Bachelor,India
29501,18-24 years old,Bachelor,Ukraine
29502,25-34 years old,Other,Germany
29505,25-34 years old,Master,United Kingdom
29507,Prefer not to say,Bachelor,Netherlands
29509,25-34 years old,Master,France
29522,25-34 years old,Bachelor,United Kingdom
29524,25-34 years old,Bachelor,Palestine
29526,25-34 years old,Master,United Kingdom
29527,25-34 years old,Some College,Italy
29529,25-34 years old,Bachelor,Egypt
29530,25-34 years old,Bachelor,Iceland
29536,18-24 years old,Associate,Turkey
29537,35-44 years old,Bachelor,France
29538,25-34 years old,Secondary School,India
29540,25-34 years old,Master,Canada
29541,25-34 years old,Some College,Myanmar
29546,25-34 years old,Master,Czech Republic
29548,25-34 years old,Master,Ukraine
29549,45-54 years old,Bachelor,Czech Republic
29550,35-44 years old,Bachelor,Netherlands
29551,45-54 years old,Bachelor,United Kingdom
29553,45-54 years old,Some College,Latvia
29554,25-34 years old,Doctorate,Spain
29557,25-34 years old,Bachelor,United States
29562,18-24 years old,Bachelor,Kenya
29568,25-34 years old,Master,South Korea
29569,25-34 years old,Bachelor,Belgium
29573,25-34 years old,Master,Austria
29581,25-34 years old,Bachelor,Netherlands
29582,55-64 years old,Some College,United States
29584,35-44 years old,Bachelor,United Kingdom
29586,25-34 years old,Bachelor,Netherlands
29588,25-34 years old,Master,India
29592,Under 18 years old,Secondary School,Canada
29594,18-24 years old,Bachelor,Turkey
29599,35-44 years old,Bachelor,United States
29600,45-54 years old,Some College,United States
29602,25-34 years old,Bachelor,Belgium
29603,25-34 years old,Secondary School,Italy
29607,25-34 years old,Bachelor,Egypt
29608,35-44 years old,Master,Italy
29610,45-54 years old,Bachelor,Australia
29612,25-34 years old,Some College,Germany
29615,25-34 years old,Master,Iraq
29616,18-24 years old,Secondary School,Canada
29617,25-34 years old,Some College,Germany
29619,35-44 years old,Master,United States
29620,25-34 years old,Bachelor,Norway
29625,18-24 years old,Bachelor,Egypt
29629,25-34 years old,Master,France
29631,45-54 years old,Doctorate,Austria
29636,35-44 years old,Some College,United States
29642,25-34 years old,Bachelor,India
29645,45-54 years old,Master,United States
29646,25-34 years old,Bachelor,Turkey
29652,18-24 years old,Bachelor,Canada
29653,25-34 years old,Master,Germany
29658,25-34 years old,Bachelor,Serbia
29659,35-44 years old,Master,Turkey
29661,25-34 years old,Bachelor,Tanzania
29662,18-24 years old,Bachelor,United States
29666,35-44 years old,Master,Ireland
29671,45-54 years old,Bachelor,United States
29679,25-34 years old,Bachelor,Hong Kong
29690,35-44 years old,Master,Germany
29692,25-34 years old,Bachelor,Poland
29694,35-44 years old,Master,Brazil
29698,45-54 years old,Some College,United States
29702,25-34 years old,Some College,Germany
29706,25-34 years old,Master,United Kingdom
29709,35-44 years old,Master,Czech Republic
29715,18-24 years old,Bachelor,Italy
29716,45-54 years old,Master,Germany
29724,18-24 years old,Bachelor,Ireland
29726,25-34 years old,Some College,Turkey
29728,25-34 years old,Bachelor,Vietnam
29729,35-44 years old,Bachelor,Poland
29734,35-44 years old,Master,Poland
29739,45-54 years old,Some College,Costa Rica
29741,25-34 years old,Bachelor,India
29742,18-24 years old,Some College,United States
29749,25-34 years old,Master,France
29750,25-34 years old,Bachelor,Malaysia
29751,45-54 years old,Bachelor,United States
29752,35-44 years old,Some College,United Kingdom
29753,25-34 years old,Master,France
29755,25-34 years old,Bachelor,Guyana
29756,45-54 years old,Bachelor,United States
29764,25-34 years old,Master,United Kingdom
29774,35-44 years old,Some College,United States
29775,45-54 years old,Master,Germany
29776,35-44 years old,Bachelor,Poland
29784,18-24 years old,Some College,Germany
29786,55-64 years old,Some College,Tanzania
29789,45-54 years old,Secondary School,United Kingdom
29795,25-34 years old,Bachelor,Germany
29796,25-34 years old,Master,Netherlands
29801,35-44 years old,Master,Ukraine
29805,Under 18 years old,Secondary School,Canada
29808,25-34 years old,Bachelor,Portugal
29811,35-44 years old,Bachelor,United Kingdom
29814,18-24 years old,Bachelor,Ukraine
29815,25-34 years old,Bachelor,United States
29819,25-34 years old,Secondary School,Portugal
29823,25-34 years old,Bachelor,United States
29826,25-34 years old,Master,Spain
29827,25-34 years old,Bachelor,Austria
29835,35-44 years old,Master,United States
29837,35-44 years old,Bachelor,Canada
29838,25-34 years old,Bachelor,Nigeria
29841,45-54 years old,Bachelor,Belgium
29849,25-34 years old,Doctorate,United Kingdom
29850,35-44 years old,Some College,Germany
29861,25-34 years old,Bachelor,Romania
29863,18-24 years old,Bachelor,Romania
29868,25-34 years old,Bachelor,India
29870,18-24 years old,Bachelor,Italy
29872,35-44 years old,Master,Germany
29876,35-44 years old,Bachelor,United States
29882,18-24 years old,Master,Togo
29887,35-44 years old,Bachelor,United States
29888,18-24 years old,Bachelor,Turkey
29892,35-44 years old,Bachelor,Germany
29893,35-44 years old,Bachelor,United Kingdom
29895,25-34 years old,Primary School,United States
29899,25-34 years old,Bachelor,United States
29900,35-44 years old,Secondary School,Germany
29901,35-44 years old,Master,United States
29903,25-34 years old,Master,France
29905,35-44 years old,Master,United Kingdom
29906,25-34 years old,Bachelor,Poland
29909,55-64 years old,Master,Lithuania
29912,35-44 years old,Other,Canada
29914,Prefer not to say,Bachelor,Afghanistan
29916,35-44 years old,Bachelor,United Kingdom
29917,25-34 years old,Secondary School,Italy
29920,35-44 years old,Associate,Spain
29930,35-44 years old,Some College,United Kingdom
29931,45-54 years old,Master,Belgium
29934,35-44 years old,Bachelor,Canada
29935,25-34 years old,Bachelor,Egypt
29942,25-34 years old,Bachelor,United States
29945,35-44 years old,Bachelor,Turkey
29951,25-34 years old,Master,Spain
29957,35-44 years old,Doctorate,France
29960,55-64 years old,Bachelor,United Kingdom
29961,18-24 years old,Bachelor,France
29963,25-34 years old,Other,Germany
29966,18-24 years old,Bachelor,India
29973,25-34 years old,Bachelor,Czech Republic
29981,25-34 years old,Some College,Brazil
29985,25-34 years old,Bachelor,Bulgaria
29986,25-34 years old,Master,United States
29990,25-34 years old,Master,Spain
29993,45-54 years old,Master,United States
29995,35-44 years old,Bachelor,Nepal
29999,Prefer not to say,Bachelor,United Kingdom
30002,25-34 years old,Master,Kazakhstan
30006,25-34 years old,Bachelor,United States
30017,25-34 years old,Master,Turkey
30019,45-54 years old,Doctorate,Italy
30025,18-24 years old,Master,France
30027,18-24 years old,Associate,Sweden
30028,35-44 years old,Bachelor,United States
30032,25-34 years old,Bachelor,Denmark
30033,18-24 years old,Bachelor,Sri Lanka
